8192,50,100,0.00140417
116384,50,100,0.0018975
132768,50,100,0.00153833
165536,50,100,0.00207083
1131072,50,100,0.00191667
1262144,50,100,0.003375
1524288,50,100,0.00503417
11048576,50,100,0.00783083
12097152,50,100,0.0117675
14194304,50,100,0.0147783
18388608,50,100,0.0174658
116777216,50,100,0.0274675
1
